info: Jan-21-2023 15:40:13: 	 Arrancamos Bob en el puerto 8001
info: Jan-25-2023 04:34:48: 	XRP-USDT-SWAP market sell short 0 6
info: Jan-25-2023 04:34:48: 	Enviamos Axios Market
info: Jan-25-2023 04:34:48: 	Arrancamos short el par:XRP-USDT precio: 0.40431 cantidad: 242.586
info: Jan-25-2023 04:34:48: 	****************************************************************************
info: Jan-25-2023 04:42:09: 	Iniciamos proceso para abrir el par EGLD-USDT en sentido short
info: Jan-25-2023 04:42:09: 	Enviamos a okex la operacion
info: Jan-25-2023 04:42:09: 	EGLD-USDT-SWAP market sell short 0 67
info: Jan-25-2023 04:42:09: 	Enviamos Axios Market
info: Jan-25-2023 04:42:09: 	Arrancamos short el par:EGLD-USDT precio: 41.38 cantidad: 277.246
info: Jan-25-2023 04:42:09: 	****************************************************************************
info: Jan-25-2023 04:45:35: 	Iniciamos proceso para abrir el par BAND-USDT en sentido short
info: Jan-25-2023 04:45:35: 	Enviamos a okex la operacion
info: Jan-25-2023 04:45:35: 	BAND-USDT-SWAP market sell short 0 155
info: Jan-25-2023 04:45:35: 	Enviamos Axios Market
info: Jan-25-2023 04:45:35: 	Arrancamos short el par:BAND-USDT precio: 1.806 cantidad: 279.93
info: Jan-25-2023 04:45:35: 	****************************************************************************
info: Jan-25-2023 04:45:45: 	Iniciamos proceso para abrir el par NEAR-USDT en sentido short
info: Jan-25-2023 04:45:45: 	Enviamos a okex la operacion
info: Jan-25-2023 04:45:45: 	NEAR-USDT-SWAP market sell short 0 12
info: Jan-25-2023 04:45:45: 	Enviamos Axios Market
info: Jan-25-2023 04:45:45: 	Arrancamos short el par:NEAR-USDT precio: 2.333 cantidad: 279.96
info: Jan-25-2023 04:45:45: 	****************************************************************************
info: Jan-25-2023 04:48:38: 	Iniciamos proceso para abrir el par ADA-USDT en sentido short
info: Jan-25-2023 04:48:38: 	Enviamos a okex la operacion
info: Jan-25-2023 04:48:38: 	ADA-USDT-SWAP market sell short 0 7
info: Jan-25-2023 04:48:38: 	Enviamos Axios Market
info: Jan-25-2023 04:48:38: 	Arrancamos short el par:ADA-USDT precio: 0.35374 cantidad: 247.618
info: Jan-25-2023 04:48:38: 	****************************************************************************
info: Jan-25-2023 04:49:12: 	Iniciamos proceso para abrir el par BNB-USDT en sentido short
info: Jan-25-2023 04:49:12: 	Enviamos a okex la operacion
info: Jan-25-2023 04:49:12: 	BNB-USDT-SWAP market sell short 0 93
info: Jan-25-2023 04:49:12: 	Enviamos Axios Market
info: Jan-25-2023 04:49:12: 	Arrancamos short el par:BNB-USDT precio: 299.04 cantidad: 278.1072
info: Jan-25-2023 04:49:12: 	****************************************************************************
info: Jan-25-2023 05:00:09: 	Iniciamos proceso para abrir el par THETA-USDT en sentido short
info: Jan-25-2023 05:00:09: 	Enviamos a okex la operacion
info: Jan-25-2023 05:00:09: 	THETA-USDT-SWAP market sell short 0 28
info: Jan-25-2023 05:00:09: 	Enviamos Axios Market
info: Jan-25-2023 05:00:09: 	Arrancamos short el par:THETA-USDT precio: 0.987 cantidad: 276.36
info: Jan-25-2023 05:00:09: 	****************************************************************************
info: Jan-25-2023 05:37:37: 	Iniciamos proceso para abrir el par RVN-USDT en sentido short
info: Jan-25-2023 05:37:37: 	Enviamos a okex la operacion
info: Jan-25-2023 05:37:37: 	RVN-USDT-SWAP market sell short 0 1002
info: Jan-25-2023 05:37:37: 	Enviamos Axios Market
info: Jan-25-2023 05:37:37: 	Arrancamos short el par:RVN-USDT precio: 0.02794 cantidad: 279.9588
info: Jan-25-2023 05:37:37: 	****************************************************************************
info: Jan-25-2023 05:45:00: 	Cerramos operacion del par XRP-USDT
info: Jan-25-2023 05:45:00: 	Tenemos que poner una orden
info: Jan-25-2023 05:45:00: 	Type: market Maximo: 5000
info: Jan-25-2023 05:45:00: 	Qty: 6 Maxqty:5000
info: Jan-25-2023 05:45:00: 	XRP-USDT-SWAP market buy short 0 6
info: Jan-25-2023 05:45:00: 	Enviamos Axios Market
info: Jan-25-2023 05:45:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 05:45:00: 	Cerramos el par:XRP-USDT Profit: -1.176 acumulado: -4.31800000000002
info: Jan-25-2023 05:45:00: 	Profit total: -49.7585894600000398
info: Jan-25-2023 05:45:00: 	****************************************************************************
info: Jan-25-2023 06:30:00: 	Cerramos operacion del par ICP-USDT
info: Jan-25-2023 06:30:00: 	Tenemos que poner una orden
info: Jan-25-2023 06:30:00: 	Type: market Maximo: 1200000
info: Jan-25-2023 06:30:00: 	Qty: 5109 Maxqty:1200000
info: Jan-25-2023 06:30:00: 	ICP-USDT-SWAP market buy short 0 5109
info: Jan-25-2023 06:30:00: 	Enviamos Axios Market
info: Jan-25-2023 06:30:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 06:30:00: 	Cerramos el par:ICP-USDT Profit: -5.6199 acumulado: -5.6199
info: Jan-25-2023 06:30:00: 	Profit total: -55.5212860100000398
info: Jan-25-2023 06:30:00: 	****************************************************************************
info: Jan-25-2023 06:41:42: 	Iniciamos proceso para abrir el par XMR-USDT en sentido short
info: Jan-25-2023 06:41:42: 	Enviamos a okex la operacion
info: Jan-25-2023 06:41:42: 	XMR-USDT-SWAP market sell short 0 16
info: Jan-25-2023 06:41:42: 	Enviamos Axios Market
info: Jan-25-2023 06:41:42: 	Arrancamos short el par:XMR-USDT precio: 168.3 cantidad: 269.28
info: Jan-25-2023 06:41:42: 	****************************************************************************
info: Jan-25-2023 09:00:00: 	Cerramos operacion del par MINA-USDT
info: Jan-25-2023 09:00:00: 	Tenemos que poner una orden
info: Jan-25-2023 09:00:00: 	Type: market Maximo: 30000
info: Jan-25-2023 09:00:00: 	Qty: 498 Maxqty:30000
info: Jan-25-2023 09:00:00: 	MINA-USDT-SWAP market buy short 0 498
info: Jan-25-2023 09:00:00: 	Enviamos Axios Market
info: Jan-25-2023 09:00:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 09:00:00: 	Cerramos el par:MINA-USDT Profit: -14.442 acumulado: -14.442
info: Jan-25-2023 09:00:00: 	Profit total: -70.2450850100000398
info: Jan-25-2023 09:00:00: 	****************************************************************************
info: Jan-25-2023 09:45:00: 	Cerramos operacion del par APT-USDT
info: Jan-25-2023 09:45:00: 	Tenemos que poner una orden
info: Jan-25-2023 09:45:00: 	Type: market Maximo: 25000
info: Jan-25-2023 09:45:00: 	Qty: 22 Maxqty:25000
info: Jan-25-2023 09:45:00: 	APT-USDT-SWAP market sell long 0 22
info: Jan-25-2023 09:45:00: 	Enviamos Axios Market
info: Jan-25-2023 09:45:00: 	Cerramos el par:APT-USDT Profit: 21.0122 acumulado: 21.0122
info: Jan-25-2023 09:45:00: 	Profit total: -49.3822991100000398
info: Jan-25-2023 09:45:00: 	****************************************************************************
info: Jan-25-2023 09:45:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 12:45:00: 	Cerramos operacion del par DYDX-USDT
info: Jan-25-2023 12:45:00: 	Tenemos que poner una orden
info: Jan-25-2023 12:45:00: 	Type: market Maximo: 60000
info: Jan-25-2023 12:45:00: 	Qty: 180 Maxqty:60000
info: Jan-25-2023 12:45:00: 	DYDX-USDT-SWAP market buy short 0 180
info: Jan-25-2023 12:45:00: 	Enviamos Axios Market
info: Jan-25-2023 12:45:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 12:45:00: 	Cerramos el par:DYDX-USDT Profit: -36.18 acumulado: -36.18
info: Jan-25-2023 12:45:00: 	Profit total: -85.7200691100000398
info: Jan-25-2023 12:45:00: 	****************************************************************************
info: Jan-25-2023 12:53:17: 	Iniciamos proceso para abrir el par CVC-USDT en sentido short
info: Jan-25-2023 12:53:17: 	Enviamos a okex la operacion
info: Jan-25-2023 12:53:17: 	CVC-USDT-SWAP market sell short 0 26
info: Jan-25-2023 12:53:17: 	Enviamos Axios Market
info: Jan-25-2023 12:53:18: 	Arrancamos short el par:CVC-USDT precio: 0.1052 cantidad: 273.52
info: Jan-25-2023 12:53:18: 	****************************************************************************
info: Jan-25-2023 13:00:59: 	Iniciamos proceso para abrir el par MINA-USDT en sentido short
info: Jan-25-2023 13:00:59: 	Enviamos a okex la operacion
info: Jan-25-2023 13:00:59: 	MINA-USDT-SWAP market sell short 0 477
info: Jan-25-2023 13:00:59: 	Enviamos Axios Market
info: Jan-25-2023 13:00:59: 	Arrancamos short el par:MINA-USDT precio: 0.586 cantidad: 279.522
info: Jan-25-2023 13:00:59: 	****************************************************************************
info: Jan-25-2023 13:16:45: 	Iniciamos proceso para abrir el par CHZ-USDT en sentido short
info: Jan-25-2023 13:16:45: 	Enviamos a okex la operacion
info: Jan-25-2023 13:16:45: 	CHZ-USDT-SWAP market sell short 0 208
info: Jan-25-2023 13:16:45: 	Enviamos Axios Market
info: Jan-25-2023 13:16:45: 	Arrancamos short el par:CHZ-USDT precio: 0.1343022115384616 cantidad: 279.348600000000128
info: Jan-25-2023 13:16:45: 	****************************************************************************
info: Jan-25-2023 13:32:55: 	Iniciamos proceso para abrir el par LTC-USDT en sentido short
info: Jan-25-2023 13:32:55: 	Enviamos a okex la operacion
info: Jan-25-2023 13:32:55: 	LTC-USDT-SWAP market sell short 0 3
info: Jan-25-2023 13:32:55: 	Enviamos Axios Market
info: Jan-25-2023 13:32:55: 	Arrancamos short el par:LTC-USDT precio: 87.49 cantidad: 262.47
info: Jan-25-2023 13:32:55: 	****************************************************************************
info: Jan-25-2023 13:49:35: 	Iniciamos proceso para abrir el par BAT-USDT en sentido short
info: Jan-25-2023 13:49:35: 	Enviamos a okex la operacion
info: Jan-25-2023 13:49:35: 	BAT-USDT-SWAP market sell short 0 115
info: Jan-25-2023 13:49:35: 	Enviamos Axios Market
info: Jan-25-2023 13:49:35: 	Arrancamos short el par:BAT-USDT precio: 0.2428104347826087 cantidad: 279.232000000000005
info: Jan-25-2023 13:49:35: 	****************************************************************************
info: Jan-25-2023 13:51:10: 	Iniciamos proceso para abrir el par ALGO-USDT en sentido short
info: Jan-25-2023 13:51:10: 	Enviamos a okex la operacion
info: Jan-25-2023 13:51:10: 	ALGO-USDT-SWAP market sell short 0 118
info: Jan-25-2023 13:51:10: 	Enviamos Axios Market
info: Jan-25-2023 13:51:10: 	Arrancamos short el par:ALGO-USDT precio: 0.237 cantidad: 279.66
info: Jan-25-2023 13:51:10: 	****************************************************************************
info: Jan-25-2023 14:15:00: 	Cerramos operacion del par MINA-USDT
info: Jan-25-2023 14:15:00: 	Tenemos que poner una orden
info: Jan-25-2023 14:15:00: 	Type: market Maximo: 30000
info: Jan-25-2023 14:15:00: 	Qty: 477 Maxqty:30000
info: Jan-25-2023 14:15:00: 	MINA-USDT-SWAP market buy short 0 477
info: Jan-25-2023 14:15:00: 	Enviamos Axios Market
info: Jan-25-2023 14:15:00: 	La orden se ha puesto correctamente
info: Jan-25-2023 14:15:00: 	Cerramos el par:MINA-USDT Profit: -22.419 acumulado: -36.861
info: Jan-25-2023 14:15:00: 	Profit total: -109.1169159100000398
info: Jan-25-2023 14:15:00: 	****************************************************************************
info: Jan-25-2023 14:33:50: 	 Arrancamos Bob en el puerto 8001
info: Jan-25-2023 14:33:50: 	 Obtenida informacion de los pares de futuros
info: Jan-25-2023 14:33:50: 	 Conectados a okex
info: Jan-25-2023 14:33:50: 	subscritos al canal privadode Okex
info: Jan-25-2023 14:33:55: 	inicializamos el array de operaciones.
info: Jan-25-2023 14:33:55: 	Comprobamos las operaciones abiertas
info: Jan-25-2023 14:33:55: 	Par ALGO-USDT Side: short Cantidad: 1180 Cummulative: 279.66 execPrice: 0.237
info: Jan-25-2023 14:33:55: 	Par BAT-USDT Side: short Cantidad: 1150 Cummulative: 279.232000000000005 execPrice: 0.2428104347826087
info: Jan-25-2023 14:33:55: 	Par LTC-USDT Side: short Cantidad: 3 Cummulative: 262.47 execPrice: 87.49
info: Jan-25-2023 14:33:55: 	Par CHZ-USDT Side: short Cantidad: 2080 Cummulative: 279.348600000000128 execPrice: 0.1343022115384616
info: Jan-25-2023 14:33:55: 	Par CVC-USDT Side: short Cantidad: 2600 Cummulative: 273.52 execPrice: 0.1052
info: Jan-25-2023 14:33:55: 	Par XMR-USDT Side: short Cantidad: 1.6 Cummulative: 269.28 execPrice: 168.3
info: Jan-25-2023 14:33:55: 	Par RVN-USDT Side: short Cantidad: 10020 Cummulative: 279.9588 execPrice: 0.02794
info: Jan-25-2023 14:33:55: 	Par THETA-USDT Side: short Cantidad: 280 Cummulative: 276.36 execPrice: 0.987
info: Jan-25-2023 14:33:55: 	Par BNB-USDT Side: short Cantidad: 0.93 Cummulative: 278.1072 execPrice: 299.04
info: Jan-25-2023 14:33:55: 	Par ADA-USDT Side: short Cantidad: 700 Cummulative: 247.618 execPrice: 0.35374
info: Jan-25-2023 14:33:55: 	Par NEAR-USDT Side: short Cantidad: 120 Cummulative: 279.96 execPrice: 2.333
info: Jan-25-2023 14:33:55: 	Par BAND-USDT Side: short Cantidad: 155 Cummulative: 279.93 execPrice: 1.806
info: Jan-25-2023 14:33:55: 	Par EGLD-USDT Side: short Cantidad: 6.7 Cummulative: 277.246 execPrice: 41.38
info: Jan-25-2023 14:33:55: 	Par STORJ-USDT Side: short Cantidad: 810 Cummulative: 277.344 execPrice: 0.3424
info: Jan-25-2023 14:33:55: 	Par CELO-USDT Side: short Cantidad: 412 Cummulative: 279.336 execPrice: 0.678
info: Jan-25-2023 14:33:55: 	Par WAVES-USDT Side: short Cantidad: 128 Cummulative: 278.016 execPrice: 2.172
info: Jan-25-2023 14:33:55: 	Par MANA-USDT Side: short Cantidad: 420 Cummulative: 274.05 execPrice: 0.6525
info: Jan-25-2023 14:33:55: 	Par XTZ-USDT Side: short Cantidad: 267 Cummulative: 279.282 execPrice: 1.046
info: Jan-25-2023 14:33:55: 	Par ETC-USDT Side: short Cantidad: 10 Cummulative: 210.7 execPrice: 21.07
info: Jan-25-2023 14:33:55: 	Par DOT-USDT Side: short Cantidad: 45 Cummulative: 276.6270000000000015 execPrice: 6.1472666666666667
info: Jan-25-2023 14:33:55: 	Par SAND-USDT Side: short Cantidad: 380 Cummulative: 274.702 execPrice: 0.7229
info: Jan-25-2023 14:33:55: 	Par SUSHI-USDT Side: short Cantidad: 226 Cummulative: 279.562 execPrice: 1.237
info: Jan-25-2023 14:33:55: 	Par APE-USDT Side: short Cantidad: 51.7 Cummulative: 279.62462 execPrice: 5.4086
info: Jan-25-2023 14:33:55: 	Par XLM-USDT Side: short Cantidad: 3100 Cummulative: 279.186 execPrice: 0.09006
info: Jan-25-2023 14:33:55: 	Par MASK-USDT Side: short Cantidad: 95 Cummulative: 277.78 execPrice: 2.924
info: Jan-25-2023 14:33:55: 	Par BSV-USDT Side: short Cantidad: 6 Cummulative: 255.6 execPrice: 42.6
info: Jan-25-2023 14:33:55: 	Par BCH-USDT Side: short Cantidad: 2.1 Cummulative: 277.506999999999987 execPrice: 132.14619047619047
info: Jan-25-2023 14:33:55: 	Par LINK-USDT Side: short Cantidad: 40 Cummulative: 279.48 execPrice: 6.987
info: Jan-25-2023 14:33:55: 	Par ETHW-USDT Side: short Cantidad: 69.3 Cummulative: 279.7641 execPrice: 4.037
info: Jan-25-2023 14:33:55: 	Par TRX-USDT Side: short Cantidad: 4000 Cummulative: 247.96 execPrice: 0.06199
info: Jan-25-2023 14:33:55: 	Par PEOPLE-USDT Side: short Cantidad: 10200 Cummulative: 278.664 execPrice: 0.02732
info: Jan-25-2023 14:33:55: 	Par DASH-USDT Side: short Cantidad: 5.4 Cummulative: 278.046 execPrice: 51.49
info: Jan-25-2023 14:33:55: 	Par AAVE-USDT Side: short Cantidad: 3.2 Cummulative: 275.392 execPrice: 86.06
info: Jan-25-2023 14:33:55: 	Par ZEC-USDT Side: short Cantidad: 5.8 Cummulative: 276.428 execPrice: 47.66
info: Jan-25-2023 14:33:55: 	Salimos de openPositions
info: Jan-25-2023 14:33:56: 	Primer timeStamp: 1674653400000
info: Jan-25-2023 14:39:41: 	 Arrancamos Bob en el puerto 8001
info: Jan-25-2023 14:39:42: 	 Obtenida informacion de los pares de futuros
info: Jan-25-2023 14:39:42: 	 Conectados a okex
info: Jan-25-2023 14:39:42: 	subscritos al canal privadode Okex
info: Jan-25-2023 14:39:47: 	inicializamos el array de operaciones.
info: Jan-25-2023 14:39:47: 	Comprobamos las operaciones abiertas
info: Jan-25-2023 14:39:47: 	Par ALGO-USDT Side: short Cantidad: 1180 Cummulative: 279.66 execPrice: 0.237
info: Jan-25-2023 14:39:47: 	Par BAT-USDT Side: short Cantidad: 1150 Cummulative: 279.232000000000005 execPrice: 0.2428104347826087
info: Jan-25-2023 14:39:47: 	Par LTC-USDT Side: short Cantidad: 3 Cummulative: 262.47 execPrice: 87.49
info: Jan-25-2023 14:39:47: 	Par CHZ-USDT Side: short Cantidad: 2080 Cummulative: 279.348600000000128 execPrice: 0.1343022115384616
info: Jan-25-2023 14:39:47: 	Par CVC-USDT Side: short Cantidad: 2600 Cummulative: 273.52 execPrice: 0.1052
info: Jan-25-2023 14:39:47: 	Par XMR-USDT Side: short Cantidad: 1.6 Cummulative: 269.28 execPrice: 168.3
info: Jan-25-2023 14:39:47: 	Par RVN-USDT Side: short Cantidad: 10020 Cummulative: 279.9588 execPrice: 0.02794
info: Jan-25-2023 14:39:47: 	Par THETA-USDT Side: short Cantidad: 280 Cummulative: 276.36 execPrice: 0.987
info: Jan-25-2023 14:39:47: 	Par BNB-USDT Side: short Cantidad: 0.93 Cummulative: 278.1072 execPrice: 299.04
info: Jan-25-2023 14:39:47: 	Par ADA-USDT Side: short Cantidad: 700 Cummulative: 247.618 execPrice: 0.35374
